company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
Codabl,2020-01-17,https://codabl.com,"Los Angeles, California, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Software","FinTech, Machine Learning",1405739.0,"Codabl, helps financial services company build data pipelines centered around anomaly detection, natural language processing, and computer vision. Codabl work closely with data science teams to train machine learning models.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,61379,False,False
Disaster Loan Advisors,2019-01-01,https://www.disasterloanadvisors.com,"Las Vegas, Nevada, United States","Financial Services, Other, Professional Services","Consulting, Finance, Financial Services, Lending, Small and Medium Businesses",485960.0,"Disaster Loan Advisors is a strategic advisory SBA loan consultancy company that provides financial assistance to small businesses. The company is a group of professionals dedicated to saving small businesses from lost sales, customers, and revenue, and saving the company from financial ruin during the COVID-19 / Coronavirus disaster. DLA specializes in assisting ownership groups with multiple business entities, multiple restaurant and retail locations, and other complex situations that require the involvement of an expert to assess the situation and devise the most strategic course of action. The company was founded in 2019 and is headquartered in Las Vegas, Nevada.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,5,2019,37380,False,False
Your Home Assistant,2019-01-01,https://www.yourhomeassistant.com/,"Elk Grove, California, United States",Health Care,Home Health Care,2851585.0,"Your Home Assistant is transforming the home care industry. We have created an easy, affordable solution for those who need an extra pair of hands for what they need and when they need it. Our services are for all ages and a variety of needs. We specialize in assistance for our Senior Community, Growing Families, and Professionals. Our Personal Assistants are thoroughly trained to meet all your daily necessities. Our service area includes Sacramento county and surrounding areas.",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,86827,False,False
Clicks and Mortar,2019-11-01,https://www.clicksandmortar.us/,"Portland, Oregon, United States","Commerce and Shopping, Community and Lifestyle, Food and Beverage, Health Care, Information Technology","Cannabis, E-Commerce, Information Services, Information Technology",984110.0,Solutions for cannabis retailers with big ideas,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2019,51954,False,False
Voicebox,2021-11-18,https://voicebox.app,"Plano, Texas, United States","Apps, Internet Services, Media and Entertainment, Music and Audio, Software","Apps, Audio, Social Media",950154.0,"Voicebox is a social media app dedicated to sharing voice and audio.  Voicebox was founded in 2021 and was headquartered in Texas, United States.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,51123,False,False
Pulse42.io,2019-01-01,http://pulse42.io,"San Francisco, California, United States",Data and Analytics,Analytics,534297.0,"Pulse’s data services allow enterprise leaders to drive closer alignment of product creation cost and speed to revenue. We have seen the pace in creating products increase exponentially however, one-time consulting efforts, siloed tools, point in time snapshots and manual process have made it impossible for organizations to get the insights they need to better align and optimize resources to the business. To harness this data and get insights, we took a completely different approach and created the Industry first event driven Resource Relationship Network. This streamlines every resource to business value, unlocking huge revenue and market growth potential for the enterprises.",1-10,0.0,,,0.0,,0.0,4.0,1-10,Private,,,,,,6,5,2019,39183,False,False
newclick.io,2020-01-01,https://www.newclick.io,"Los Angeles, California, United States",Commerce and Shopping,E-Commerce,1920780.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,69982,False,False
ENT Center of Northwest Alabama,2019-01-01,https://entcenteralabama.com,"Florence, Alabama, United States",Health Care,"Health Care, Health Diagnostics, Medical",2535940.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,82300,False,False
Educated Analytics,2021-01-01,https://www.educatedanalytics.com,"Austin, Texas, United States","Data and Analytics, Navigation and Mapping, Software","Analytics, Mapping Services, SaaS",1076305.0,"Educated Analytics provides market intelligence for child care. Their services include SaaS platforms, data feed APIs, and location tracking. They also offer feasibility report services.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2021,53349,False,False
Allie Ronneberg Consulting,2019-12-01,https://www.allieronneberg.com/,"Oakland, California, United States","Advertising, Professional Services, Sales and Marketing","Advertising, Consulting",2001373.0,1-on-1 Facebook Ads Consulting Full-Service Facebook Campaign Management,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2019,71828,False,False
Action Face,2018-12-01,https://actionface.ai,"Berkeley, California, United States","Consumer Goods, Gaming, Manufacturing, Media and Entertainment, Software, Sports","3D Printing, Consumer Goods, Consumer Software, Media and Entertainment, Sports Leagues and Teams, Video Games",50417.0,"Action Face has created the leading AI-powered 3D avatar of YOU! As simple as taking a selfie, we allow you to create instantly recognizable 3D face on fantasy avatars. Customize your avatar, create AR videos and even order a color 3D printed action figure of yourself. Partners with the NBA and Hewlett Packard. Winner of SXSW 2022 - Best Startup in Entertainment and Gaming UC Berkeley SkyDeck HotDesk Accelerator  Series A - $9MM Raised to Date #MakeSomethingOfYourself #ActionFaceMe",11-50,1.0,Early Stage Venture,2021-06-10,9000000.0,Series A,9000000.0,3.0,11-50,Private,,,,,,0,5,2018,6681,False,False
BookingRadar,2019-10-22,https://bookingradar.com,"Los Angeles, California, United States","Commerce and Shopping, Data and Analytics, Internet Services, Travel and Tourism","Big Data, E-Commerce, Internet, Search Engine, Tourism, Travel",1219014.0,"Founded in 2019, BookingRadar is a world-leading travel experience booking platform. BookingRadar gives travelers a seamless way to explore and book popular attractions, tours, local transportation, best foods, and unique experiences around the world on its website and app. With BookingRadar's innovative technologies, travelers can book on-the-go and redeem the services by using QR code-enabled e-vouchers.  Each day, BookingRadar empowers countless travelers to indulge in their wanderlust and spontaneity through over 20,000 offerings in more than 1000 destinations. BookingRadar offers a unique and easy way to compare and book multi-day tours around the world.  BookingRadar promotes only verified partners' products with a preferred volume of amazing reviews and customer satisfaction.      With global offices in Los Angeles CA, and Eilat, Israel, there's a dedicated Customer Support team available 24/7 to ensure customers have the best possible experience while booking and on vacation. Since launching in 2019, the company has made massive leaps, becoming the leader in its industry and continuing to grow rapidly. offering different travel styles such as extreme, family entertainment, and more the company caters to every demographic. BookingRadar offers experiences in English, Russian, and Hebrew and Spanish already in development, each language offers unique offers that fit the specific segment and not just a translation.  Coming from the travel industry as an official tour operator in Israel catering to more than 10,000 travelers a year we have learned from our experience and expertise what customers love and seek while traveling.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,,,,6,4,2019,57247,False,False
Butter Move,2020-01-01,https://www.buttermove.com/,"Seattle, Washington, United States","Internet Services, Software, Transportation","Logistics, Online Portals, Software",535117.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,39209,False,False
7 Figure MSP,2019-01-01,https://7figuremsp.com,"Austin, Texas, United States","Education, Sales and Marketing","Corporate Training, Marketing, Training",1171874.0,,11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,0.0,0.0,,6,5,2019,55577,False,False
Jacquelyn Lloyd Consulting,2020-01-01,https://jacquelynlloyd.com,"Seattle, Washington, United States","Administrative Services, Other, Professional Services","Consulting, Human Resources, Professional Services",2207665.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,74719,False,False
Park Metro Realty,2020-01-01,https://www.parkmetrorealty.com ,"San Diego, California, United States",Real Estate,"Commercial Real Estate, Property Management, Real Estate",1714407.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,66249,False,False
Advanced Machine Guarding Solutions,2021-01-01,https://www.advmgs.com,"Hibbing, Minnesota, United States","Design, Software","CAD, Product Design, Software",783342.0,"Advanced Machine Guarding Solutions provides computer aided design services for industrial and robotic automation equipment. Their services include mesh panels, polycarbonate panels, double hinged doors, and posts. They respond to inquiries by phone and online form.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2021,46807,False,False
ECM Tek,2022-01-04,https://www.ecm-tek.com/,"Glasgow, Kentucky, United States","Financial Services, Information Technology","Information Technology, Insurance",2164842.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,2,2022,75453,False,False
rslt,2018-05-01,https://rslt.io/,"New York, New York, United States","Advertising, Data and Analytics, Media and Entertainment, Sales and Marketing, Video","Advertising, Advertising Platforms, Analytics, Business Intelligence, Digital Marketing, Marketing, TV",382176.0,"RSLT specializes in helping media agencies, marketers, brands, and content providers optimize their campaign strategies and maximize their ROI. The company’s solutions enable marketers to quantify the impact of their ad spend and provide optimization suggestions for budgets. Developed to solve the challenges of today’s marketers, RSLT provides accurate measurement combined with dynamic optimization choices. RSLT allows brands to accurately measure TV and digital ad performance results, optimize spend, and get insights into campaign saturation. The RSLT platform is used by well-known brands as well as newer, smaller companies and emerging performance marketers. The platform is built entirely on data science, using only first-party data with no personally identifiable information.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,33055,False,False
Wayii LLC,2021-06-01,http://www.wayii.com,"Pottsville, Pennsylvania, United States",Software,Software,3160493.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,2,2021,91156,False,False
Kenya Sugar Mummies Dating,2020-03-30,https://sugarlovershub.co.ke/,"New York, New York, United States","Information Technology, Internet Services, Media and Entertainment","Digital Entertainment, Information Technology, Internet, Media and Entertainment, Social Media",312454.0,Kenya Sugar Mummies Is A Legit Sugar Mummies And Sponsors Dating Site,1-10,1.0,Seed,2008-02-21,0.0,Seed,0.0,1.0,1-10,Private,,,,,,2,3,2020,29456,False,False
BarMobile,2019-01-01,https://barmobile.com,"Kansas City, Kansas, United States","Commerce and Shopping, Consumer Goods, Design, Manufacturing","Consumer Goods, E-Commerce, Manufacturing, Product Design",1891981.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,1.0,1.0,Land Vehicles For Travelling Otherwise Than On Rails,6,5,2019,70482,False,False
