company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Philanthropi,2018-01-01,https://philanthropi.com/,"Philadelphia, Pennsylvania, United States","Government and Military, Information Technology, Other, Social Impact","Charity, Information Technology, Non Profit, Social Assistance",44235.0,"Philanthropi utilizes technology to implement, manage, and measure philanthropic initiatives for organizations. Its technology provides turnkey solutions that foster internal and external charitable giving across all acts of philanthropy.  The company was founded in 2018 and is headquartered in Philadelphia, Pennsylvania.",1-10,2.0,,2021-12-15,4000000.0,Venture - Series Unknown,5500000.0,2.0,1-10,Private,,,0,6.0,,1,2018,5707,False,False
Resume Sieve,2020-01-01,https://resumesieve.com,"Charlotte, North Carolina, United States","Administrative Services, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Artificial Intelligence (AI), Human Resources, Recruiting, Software",111732.0,"Resume Sieve is a developer of tools designed to disrupt traditional recruiting models while providing a space for recruiters. The company's platform, The Sieve is an intuitive candidate evaluation platform that minimizes the time to find the top candidates by ranking candidates based on the requirements they provide. It also improves speed and quality of candidate evaluations by using algorithmic intelligence models to assess candidate resumes. Resume Sieve was founded in 2020 and is headquartered in Charlotte, NC.",11-50,1.0,,2021-02-22,365000.0,Debt Financing,365000.0,5.0,11-50,Private,,,0.0,2.0,,1,2020,14592,False,False
Revolution Manufacturing,2019-01-01,https://revolutionmfg.com,"Bloomington, Illinois, United States","Manufacturing, Sports","Manufacturing, Outdoors, Sports",474320.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,36947,False,False
Diddo,2023-01-01,https://www.shopdiddo.com,"Los Angeles, California, United States","Clothing and Apparel, Commerce and Shopping, Design, Software","Fashion, Retail, Software",219320.0,,1-10,,,,,,,3.0,1-10,Private,,,,,,6,2023,23623,False,False
WATCT,2019-01-01,https://www.watct.com,"Canada, Kentucky, United States","Other, Social Impact",Non Profit,1131736.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2019,55144,False,False
19Y Advisors,2020-01-01,https://www.19yadvisors.com,"Sausalito, California, United States","Media and Entertainment, Professional Services","Advice, Business Development, Management Consulting",1487768.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,62882,False,False
MaxRebates,2020-01-01,https://www.maxrebates.com,"Westlake Village, California, United States",Commerce and Shopping,"Coupons, Retail, Shopping",515923.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,38522,False,False
US Capital,2018-01-01,https://usacapitalco.com/,"Anaheim, California, United States","Financial Services, Lending and Investments","Credit, Finance, Financial Services",1186532.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,55275,False,False
Greaser Consulting,2018-01-01,https://greaserconsulting.com,"Hollidaysburg, Pennsylvania, United States","Administrative Services, Other, Professional Services, Sales and Marketing","Consulting, Project Management, Sales",833869.0,"Greaser Consulting specializing in sales engagement technology, sales playbook creation, and sales team management. Greaser is a team of sales engagement experts, revenue operations architects, and content creators skilled at helping companies engage their markets with more confidence.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,48189,False,False
HiredUp,2019-01-01,https://hiredup.app,"Dallas, Texas, United States","Professional Services, Software","Employment, Recruiting, Software",1650446.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,65940,False,False
Traq.ai,2018-01-01,https://www.traq.ai,"Deerfield Beach, Florida, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",219666.0,"Traq.ai is a sales call recording and transcription service that also takes notes. Traq.ai is an artificial intelligence that evaluates each discussion for objections, opportunities, and essential information. They improve team efficiency by automating call recording and transcription, deliver actionable intelligence through AI-powered analysis, provide unparalleled convenience through centralised deal intelligence storage, and ensure crystal-clear visibility into deals, pipelines, and coaching opportunities.",11-50,1.0,,2023-08-21,,Non-equity Assistance,,1.0,11-50,Private,,,,,,3,2018,23651,False,False
Verosint,2021-02-01,https://verosint.com,"Austin, Texas, United States","Financial Services, Information Technology, Internet Services, Payments, Privacy and Security, Professional Services","Fraud Detection, Identity Management, Information Technology, Internet, Risk Management, Security",23201.0,"Verosint is a group of anti-fraud agents, data scientists, identity experts, risk and cybersecurity professionals, and risk and cybersecurity professionals who have banded together to stop account fraud before it begins.",11-50,2.0,Seed,2023-10-02,4000000.0,Seed,12000000.0,2.0,11-50,Private,,,,,,0,2021,1956,False,False
DropShot Capital Management,2018-01-01,https://dropshotcapital.com,"Hoboken, New Jersey, United States","Artificial Intelligence (AI), Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software","Angel Investment, Artificial Intelligence (AI), Financial Services, FinTech, Machine Learning",740193.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,45616,False,False
Tokenology Labs,2021-01-01,https://tokenologylabs.com/,"Miami, Florida, United States","Blockchain and Cryptocurrency, Financial Services, Other, Payments, Software","B2B, Blockchain, Cryptocurrency",279675.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,27556,False,False
Purple Heart Health Care,2018-01-01,https://www.purplehearthealthcare.com,"Ocoee, Florida, United States",Health Care,"Elder Care, Health Care, Home Health Care",2180615.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,76039,False,False
Shieldhub,2021-01-01,https://www.shieldhub.com,"San Marcos, California, United States","Information Technology, Privacy and Security","Identity Management, Information Services, Privacy, Security",1373166.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,60406,False,False
Legal Verb,2019-10-01,https://www.legalverb.com,"Charlotte, North Carolina, United States",Sales and Marketing,"Content Marketing, Digital Marketing",2306234.0,"Legal Verb provides SEO-optimized legal content and legal blogs to law firms and legal marketing agencies across the world. We specialize in creating targeted and optimized content for law firms that can help drive real leads through traditional SEO-based techniques. In addition, our blog posts and legal content drive confidence and credibility in the marketplace.",1-10,,,,,,,,1-10,Private,,,,,,6,2019,78152,False,False
Unicorn Capital,2018-03-22,http://unicorncapitalllc.com,"Playa Vista, California, United States",Financial Services,Financial Services,2688937.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,84608,False,False
Door Capital Partners,2019-01-01,https://www.door.capital,"Austin, Texas, United States","Financial Services, Other, Real Estate","Financial Services, Professional Services, Real Estate Investment",1101325.0,,1-10,,,,,,,,1-10,Private,,,0.0,2.0,,6,2019,54247,False,False
Synergist,2021-01-01,https://www.synergist.cc/,"New York, New York, United States","Apps, Financial Services, Lending and Investments, Payments, Software","Apps, Credit Cards, Financial Services",106097.0,"Fintech, Martech.",1-10,1.0,Seed,2021-11-04,1025000.0,Seed,1025000.0,,1-10,Private,,,,,,0,2021,13973,False,False
Berkley Alternative Markets Tech,2019-01-01,https://berkleyalternativemarkets.tech,"Manassas, Virginia, United States","Design, Financial Services, Information Technology","Information Technology, Insurance, Product Design",740179.0,"Berkley Alternative Markets Tech provides compensation companies transform into tech-focused industry. They offer commercial insurance, product, engineering, and data. Their services include customer service.",101-250,,,,,,,,101-250,Private,,,,,,6,2019,45614,False,False
Five Eighty,2018-01-01,https://www.agencyfiveeighty.com/,"New York, New York, United States","Content and Publishing, Design, Media and Entertainment, Sales and Marketing, Video","Content, Photography, Social Media Marketing, Video, Web Design",1515640.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,62338,False,False
Common Collabs,2019-01-01,https://commoncollabs.com,"Fullerton, California, United States","Food and Beverage, Manufacturing","Food and Beverage, Manufacturing, Paper Manufacturing, Plastics and Rubber Manufacturing",458108.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2019,36293,False,False
Xenowulf,2018-01-01,https://www.xenowulf.com,"Burbank, California, United States","Design, Hardware, Manufacturing","Hardware, Manufacturing, Product Design",966523.0,"Xenowulf is a hardware manufacturing company. They provide design and manufacturing services, bringing the next generation of liquid-cooled workstations and servers that combine performance and reliability with unrivaled industry expertise.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,51535,False,False
Big Moods,2018-01-01,https://bigmoods.com,"Royal Oak, Michigan, United States",Commerce and Shopping,"E-Commerce, Retail, Wholesale",622243.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,42131,False,False
Stash Duell,2018-01-01,https://www.stashduell.com/,"Columbus, Ohio, United States","Financial Services, Internet Services","Financial Services, Internet of Things",2433676.0,Stash Duell offers rewards for donating money.,11-50,1.0,Seed,2020-03-18,,Seed,,,11-50,Private,,,,,,2,2018,80784,False,False
Balance Bunny,2020-01-01,https://www.balancebunny.com/,"Raleigh, North Carolina, United States","Apps, Financial Services, Professional Services, Software","Apps, Consulting, Financial Services",1737624.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,67314,False,False
Aikium Inc.,2022-09-23,https://aikium.com,"Berkeley, California, United States","Artificial Intelligence (AI), Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software","Biopharma, Life Science, Machine Learning, Therapeutics",46358.0,Protein therapeutics,1-10,2.0,Seed,2023-12-31,1525000.0,Pre-Seed,1700000.0,3.0,1-10,Private,,,,,,0,2022,6062,False,False
