company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
CarMeets,2018-06-28,https://www.carmeets.app/,"Seattle, Washington, United States","Apps, Commerce and Shopping, Internet Services, Sales and Marketing, Software","App Marketing, Apps, E-Commerce, Marketplace, Social Network",115936.0,"CarMeets is the comprehensive marketplace for car enthusiasts fueled through high user engagement created from user generated content, exclusive influencer content and partnership with event organizers.",1-10,2.0,Seed,2020-03-01,1000.0,Seed,281000.0,2.0,1-10,Private,,,,,,0,2018,15056,False,False
Samiul Digital,2023-08-16,https://samiuldigital.com,"Lone Tree, Iowa, United States","Advertising, Other, Sales and Marketing","Advertising, Professional Services",506580.0,"At Samiul Digital, we don't just market – we craft experiences. As a pioneering force in Social Media Marketing, we empower retailers to forge meaningful connections. Fuelled by data-driven technology and guided by our ingenious campaign aficionados, we architect personalised, end-to-end strategies that pave the path to exponential growth. Step into the future of retail success with Samiul Digital today!",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2023,38150,False,False
GeoLiteracy Project,2021-01-01,https://geoliteracyproject.com,"Atlanta, Georgia, United States","Other, Professional Services, Social Impact, Sustainability","Environmental Consulting, Non Profit, Sustainability",1885416.0,,1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2021,70594,False,False
PAPER COSMETICS,2020-08-11,https://papercosmetics.com/,"Los Angeles, California, United States",Consumer Goods,Consumer Goods,1127624.0,"PAPER COSMETICS is a cosmetics company that creates environmentally sensitive beauty products. Their packaging is biodegradable and as simple as a traditional deodorant push up stick. It's made from 99.98% FSC-certified, responsibly sourced paper. A extremely thin PLA membrane accounts for the remaining 0.02 percent. It's made with cornstarch. They can't put any more single-use plastic packaging on their planet consciously. This is their best option.",1-10,1.0,Seed,2020-10-11,,Seed,,1.0,1-10,Private,,,0.0,1.0,,2,2020,55228,False,False
Expansight,2022-05-01,http://www.expansight.com,"San Francisco, California, United States","Other, Professional Services","Consulting, Professional Services",2098016.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2022,73336,False,False
Supply Drop,2018-07-01,http://supplydropkits.com/,"Los Angeles, California, United States","Apps, Mobile, Platforms, Software","iOS, Mobile Apps",2483353.0,"Supply Drop provides users with everything they need to setup a ""supply drop"" for crises and natural disasters. We help real-life heroes solve real-world problems.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,81563,False,False
Blackpool DAO,2022-06-01,https://blackpooloperations.com,"Ann Arbor, Michigan, United States","Blockchain and Cryptocurrency, Financial Services, Other, Real Estate","Blockchain, Commercial Real Estate, Finance, Real Estate, Real Estate Investment",1875964.0,"Our marine scientists, naval architects, marine engineers, and real estate professionals are designing offshore platforms with artificial reefs and partnering with the best shipyards and contractors to build and deploy aquatic wonders. Blackpool DAO is currently working to build a plaza-reef retail location in the Atlantic Ocean near Miami.",1-10,,,,,,,,1-10,Private,,,,,,6,2022,69264,False,False
Woodlock Capital,2019-01-01,https://woodlockcapital.com,"Charleston, South Carolina, United States","Financial Services, Real Estate","Real Estate, Real Estate Brokerage, Real Estate Investment",3013174.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2019,88957,False,False
Bulletin,2021-01-01,https://ourbulletin.co,"New York, New York, United States",Software,Software,1073602.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,53288,False,False
Workhelix,2021-01-01,https://www.workhelix.com,"Palo Alto, California, United States","Artificial Intelligence (AI), Data and Analytics, Information Technology, Science and Engineering, Software","Artificial Intelligence (AI), Information Technology, Software",187865.0,,1-10,,,,,,,4.0,1-10,Private,,,,,,6,2021,21210,False,False
Virtual opportunities,2018-01-01,https://virtualopportunities.net,"Plano, Texas, United States","Internet Services, Sales and Marketing","Content Marketing, Digital Marketing, Internet, Social Media Marketing",2611698.0,"Virtual Opportunities provides like-minded people to can come together and share ideas, network, hire new employees and find deals or investment opportunities. It provides business exposure and online visibility by ranking the clients higher on the search engines through media marketing and lead generation projects.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,82678,False,False
On Time Labels,2018-01-01,https://ontimelabels.com,"Salt Lake City, Utah, United States","Administrative Services, Design, Manufacturing","Manufacturing, Packaging Services, Product Design",2939637.0,"On Time Labels company provides manufacturing services. They offer stock labels, ribbons, and tags. They provide prescription labels, need labels for your plant, packaging solutions, labels for produce, deli, bakery, and product labels.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,88506,False,False
Velourit,2020-08-01,http://velourit.com,"Houston, Texas, United States","Commerce and Shopping, Food and Beverage, Internet Services, Software, Transportation","E-Commerce, E-Commerce Platforms, Food and Beverage, Food Delivery, Retail, SaaS, Supply Chain Management, Transportation",687766.0,Velourit is a B2B SaaS Supply Chain platform for the import/export industry. An ESG supply chain solution for commercial retailers who want to buy & track resale goods purchased from across a border. Cross-border eCommerce. We are on a mission to change the way the world thinks about international trade.,1-10,,,,,,,1.0,1-10,Private,,,0.0,1.0,,6,2020,44098,False,False
ATTOMAX,2022-08-01,https://attomaxgolf.com,"Dover, Delaware, United States",Sports,Golf,1588354.0,"Our Mission: Redefining Golf Performance With our cutting-edge AMP(Amorphous Metal Powder) technology, we're transforming golf balls. Experience unrivaled accuracy and distance. Elevate your game with Attomax. Redefine golf balls.",1-10,,,,,,,,1-10,Private,,,0.0,0.0,,6,2022,64043,False,False
Warren Point Capital,2020-01-01,https://www.warrenpointcapital.com,"Santa Barbara, California, United States","Financial Services, Lending and Investments","Financial Services, Impact Investing, Venture Capital",903165.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,49968,False,False
Parallel,2018-01-01,https://paralleldental.com/,"Boston, Massachusetts, United States","Health Care, Software","Dental, Enterprise Software, Health Care",770829.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,46463,False,False
tallio.io,2021-03-30,https://tallio.io,"San Francisco, California, United States","Commerce and Shopping, Content and Publishing, Data and Analytics, Financial Services, Media and Entertainment, Mobile, Payments, Sales and Marketing, Software, Video","Analytics, E-Commerce, Marketing, Mobile Payments, SaaS, Video Streaming",865224.0,"tallio.io powers your e-commerce, Martech, OTT, CDN, or payment systems with Shoppable ads and Live Commerce (aka Livestream Shopping.) tallio is a no-code platform that integrates into the Martech fabric, major engagement vendors, CDPs, Analytics, Chatbot, Mobile Wallets, NFTs, and eCommerce platforms via APIs to provide real-time engagement and shopping for the retail, sports, professional services, OTT, or food delivery. tallio.io is a white-label SaaS platform. We are raising Capital and would love to talk to VCs and angels in the space.",11-50,,,,,,,,11-50,Private,,,,,,6,2021,49003,False,False
Startup & Tools,2021-01-01,https://www.startupandtools.com,"Germany, Georgia, United States","Data and Analytics, Software","Database, Productivity Tools, Software",2586919.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,83088,False,False
MantleBio,2023-01-01,https://www.mantlebio.com/,"San Francisco, California, United States","Manufacturing, Platforms, Software","Developer Tools, Manufacturing, Operating Systems, Software",211716.0,,1-10,1.0,Seed,2023-07-01,,Seed,,,1-10,Private,,,,,,2,2023,23011,False,False
Lusso Cloud,2020-01-01,https://lussocloud.com,"Newport Beach, California, United States","Clothing and Apparel, Community and Lifestyle, Consumer Goods, Design, Manufacturing, Sales and Marketing","Brand Marketing, Consumer Goods, Fashion, Lifestyle, Manufacturing",144968.0,"Lusso Cloud is a footwear company that manufactures and sells luxury footwear. The company specializes in luxury slip-on sneakers and slippers. Lusso Cloud was founded in 2020 by Chris Noyes, Jon Buscemi, and Robert Dyrdek.",11-50,1.0,Seed,2020-06-04,,Seed,,3.0,11-50,Private,,,,,,2,2020,17873,False,False
Mag Optics,2018-01-01,http://www.magoptics.com/,"Chicago, Illinois, United States",Health Care,Medical Device,859936.0,"Resident company at JLabs/M2D2 in Mass.,  MAG Optics is an early clinical stage, ophthalmic device company developing an intra-corneal implant for patient-centric corneal shaping. Our solution restores vision for sight-threatening Keratoconus a condition that impacts 1.2M patients.  Our solution also addresses Presbyopia and Astigmatism.",1-10,,,,,,,2.0,1-10,Private,,,1.0,0.0,Medical Or Veterinary Science; Hygiene,6,2018,48869,False,False
Chiron Strategy Group,2018-01-01,http://chironstrategygroup.com/,"Boston, Massachusetts, United States","Media and Entertainment, Professional Services","Advice, Business Development, Consulting",2035019.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,72811,False,False
Eastcair,2018-01-08,https://www.eastcair.com/,"Miami, Florida, United States","Transportation, Travel and Tourism","Tourism, Transportation, Travel",1790738.0,Private Jet Vacations - Charter Flights - Chauffeur services. All services are bookable online in less than 2 minutes. #JetLikeastar!,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,67792,False,False
