company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
Philadelphia Mortgage Brokers,2018-01-01,https://phillymb.com/,"Collegeville, Pennsylvania, United States","Financial Services, Real Estate","Finance, Financial Services, Lending, Mortgage",2624993.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,84020,False,False
Advanced Screen Systems,2019-01-01,http://advancedscreensystemsinc.com,"Gilbert, Arizona, United States","Commerce and Shopping, Consumer Goods, Real Estate","Building Material, Furniture, Home Decor, Wholesale",2206374.0,"Advanced Screen Systems is a distributor of screens, fenestration, doors, windows, security, pet resistance, pet resistant, entry and sliding patio doors, window screens, pet resistant screens, security sliding patio doors, fall prevention window screens, and fall prevention.",11-50,,,,,,,,11-50,Private,,,0.0,1.0,,6,2019,76432,False,False
HealerPlus,2020-10-17,https://healerplus.com,"San Francisco, California, United States",Health Care,Health Care,192037.0,"HealerPlus provides management services for customers and clients, including communication, case files, appointments, sessions, billing, and client support. They automate appointments with treatment plans.",1-10,1.0,Seed,2019-12-05,1000.0,Pre-Seed,1000.0,,1-10,Private,,,,,,0,2020,21538,False,False
Attila,2018-01-01,https://attilasec.com/,"Columbia, Maryland, United States","Information Technology, Privacy and Security","Information Services, Information Technology, Network Security",94339.0,"Attila provides visibility, control, and threat defense across physical, virtual, and cloud applications. Attila protects connected devices from the tidal wave of cyber activity estimated to cost the global economy more than $600 billion annually.  Atilla was co-founded by Gregg Smith and Vesh Bhatt in 2018.",11-50,3.0,M&A,2020-03-16,750000.0,Series A,3250000.0,2.0,11-50,Private,,,,,,0,2018,12606,False,False
Universal Cuisines,2021-08-25,https://www.universalcuisines.com,"Norman, Oklahoma, United States","Apps, Food and Beverage, Internet Services, Mobile, Software, Transportation","Food Delivery, Internet, Mobile Apps",2090390.0,"Universal Cuisines is an American based on-demand ethnic foods delivery service that connects diners, foodies, international students, and immigrants with local taste-tested authentic ethnic cuisines restaurants and ghost kitchens",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2021,73455,False,False
Alpine Funding Partners,2018-01-01,https://www.alpinefundings.com/,"New York, New York, United States","Financial Services, Lending and Investments, Other","Commercial Lending, Finance, Micro Lending, Personal Finance, Small and Medium Businesses",332727.0,,11-50,,,,,,,,11-50,Private,,,11.0,21.0,Locks; Keys; Window Or Door Fittings; Safes,6,2018,30572,False,False
Blue Wind Marketing,2018-01-01,https://bluewindmarketing.com,"Santa Monica, California, United States","Advertising, Professional Services, Sales and Marketing","Advertising, Consulting, Social Media Marketing",1584808.0,"Blue Wind Marketing provides advertising, marketing, consulting, publicity, lead generation, copywriting, web design, and strategy services. They also business consulting and services.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,64112,False,False
NUFS Superfoods,2020-01-01,https://www.getnufs.com/,"Austin, Texas, United States","Commerce and Shopping, Food and Beverage","E-Commerce, Food Processing, Snack Food",672627.0,,1-10,,,,,,,,1-10,Private,,,0.0,0.0,,6,2020,43670,False,False
Bristola,2019-01-01,https://bristola2.com/,"Waukee, Iowa, United States","Energy, Professional Services, Sustainability","Environmental Consulting, Renewable Energy",119816.0,"Bristola is a renewable energy technology services company that has a patent pending technology that revolutionizes servicing, cleaning and maintenance in the renewable energy digester industry. Bristola’s patent pending technology is known as the Submersible Robotic Cleaning System (SRCS). The SRCS allows the cleaning and inspection of tanks and covered lagoons without disruptions to their operational system.",1-10,2.0,Seed,2023-01-09,1100000.0,Seed,1500000.0,,1-10,Private,,,,,,0,2019,15463,False,False
BrownStone Community Healthcare Centers,2018-01-01,https://www.brownstonechc.com/,"Mableton, Georgia, United States","Education, Health Care, Professional Services","Consulting, Education, Health Care, Psychology, Training",1655783.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2018,65834,False,False
JFH Consulting,2021-01-01,https://jfh-consulting.com/,"Lagrange, Georgia, United States","Financial Services, Payments, Professional Services","Accounting, Financial Services, Payments",1281824.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,57387,False,False
Walks and Balks,2019-01-01,https://walksandbalks.com,"Maple Grove, Minnesota, United States",Sports,"Baseball, Recreation, Sports",2705383.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2019,84366,False,False
Luna Bay Booch,2018-01-01,https://lunabaybooch.com,"Chicago, Illinois, United States","Commerce and Shopping, Food and Beverage","Brewing, E-Commerce, Food and Beverage",312626.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2018,29464,False,False
Synxe,2021-04-12,https://synxe.com/,"Dover, Delaware, United States","Commerce and Shopping, Internet Services, Other","E-Commerce, Internet, Peer to Peer, Rental",1720765.0,"Synxe is an ecommerce technology start-up, with the primary goal of building an online platform to facilitate peer-to-peer rental of consumer goods. Founded in early 2021, Synxe is currently in the development phase, with its team of six working to ultimately create a fully operational online platform.",1-10,,,,,,,,1-10,Private,,,,,,6,2021,67615,False,False
Capital Directional,2020-01-01,https://www.capitaldirectional.com,"The Woodlands, Texas, United States","Manufacturing, Real Estate, Science and Engineering","Construction, Industrial, Industrial Engineering",1770460.0,,101-250,,,,,,,,101-250,Private,,,,,,6,2020,68162,False,False
Be Zen,2021-01-01,https://bezen.eco,"San Francisco, California, United States","Internet Services, Other, Professional Services, Sustainability","Commercial, Consulting, Online Portals, Sustainability",1043924.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2021,52589,False,False
Gurren Inc.,2021-03-23,https://www.sagaversioncontrol.com/,"Marietta, Georgia, United States",Software,Software,1651486.0,"Gurren Inc. is developing Saga. -Saga is a workflow version control software geared towards multi-disciplinary projects developing hardware. Saga tracks the history and workflow of how various teams send files and data to one another. Saga maintains the history of each specific team's task workflow (inputs to outputs) as a team goes through various iterations.  -With this tracking, Saga provides a centralized file storage that also improves the efficiency of project management and knowledge retainment. In addition, Saga generates organizational knowledge maps to visualize a company's overall workflow.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,65915,False,False
Sixpence Crowdfunding,2018-01-01,https://sixpenceapp.com/,"Boston, Massachusetts, United States","Financial Services, Internet Services, Lending and Investments","Crowdfunding, FinTech, Funding Platform, Internet",140830.0,"Sixpence is a fundraising web platform and app meant to facilitate simple fundraising, through which donors can support community campaigns or organizations through roundups to the nearest dollar on their daily purchases.  With Sixpence, crowdfunding is easier than ever before. Donating to campaigns can be a small part of each and every purchase that supporters make. All that campaign creators ask for is a commitment to give pennies at a time. Supporters can contribute to the things that matter to them, throughout each and every day, while just continuing their lives as usual. We are on a mission to revolutionize fundraising, build community, and ease generosity.",1-10,3.0,,2020-03-01,,Venture - Series Unknown,100000.0,1.0,1-10,Private,,,,,,2,2018,17535,False,False
Luxury Transports,2018-01-01,https://www.luxurytransportsinc.com,"Waterford, Michigan, United States","Apps, Mobile, Software, Transportation","Automotive, Mobile Apps, Transportation",2486101.0,"Luxury Transports provides transportation services for a night out, an event, or an airport transfer. Their processes include booking rides, selecting vehicles, and receiving payment. They also provide chat, phone, and email support for customers.",11-50,,,,,,,,11-50,Private,,,,,,6,2018,81520,False,False
ApexBuilt,2020-01-12,https://www.shopapexbuilt.com/,"Fort Myers, Florida, United States","Design, Hardware, Manufacturing, Transportation","Automotive, Industrial Design, Manufacturing",732489.0,"ApexBuilt® specializes in design, prototyping, fabrication, and distribution of handmade, aerospace-grade titanium performance parts and upgrades for high-performance, exotic, and racing vehicles. Their results-focused creative vision, commitment to perfecting the customer experience, product build quality, and attention to detail separate them from the competition – providing beautiful, functional, robust products that have been exceeding customers' power and aesthetic needs worldwide since 2020.  Innovation by design. ApexBuilt.®",11-50,,,,,,,1.0,11-50,Private,,,,,,6,2020,45423,False,False
Aura Functional Neurology Center,2022-12-03,https://www.aurafnc.com/,"Cumming, Georgia, United States","Biotechnology, Health Care, Science and Engineering","Alternative Medicine, Health Care, Medical, Neuroscience, Rehabilitation, Therapeutics",1245113.0,"Aura Functional Neurology Center treats conditions like migraine, POTS, and dysautonomia by simultaneously targeting the underlying neurological, metabolic, and structural dysfunction for the highest synergistic result, promoting a healing lifestyle for those afflicted.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2022,56711,False,False
Hypar,2018-01-01,https://hypar.io/,"Culver City, California, United States","Commerce and Shopping, Design, Hardware, Real Estate, Science and Engineering, Software","Architecture, Building Material, Civil Engineering, Construction, Industrial Design, Real Estate, Retail, Software Engineering",13555.0,"Hypar delivers expertise for multiple organizations to help them quickly create designs. The company was founded in 2018 and based in Culver City, California.",11-50,3.0,Early Stage Venture,2023-06-22,5500000.0,Series A,7980000.0,2.0,11-50,Private,,,0.0,0,,0,2018,124,False,False
Uniti AI,2023-11-03,https://www.getuniti.com,"New York, New York, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software",Artificial Intelligence (AI),238396.0,Uniti AI build AI leasing applications for commercial real estate operators.,1-10,,,,,,,,1-10,Private,,,,,,6,2023,25014,False,False
Main Ascent,2018-01-01,https://mainascent.com/,"Louisville, Colorado, United States",Financial Services,Financial Services,1630780.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,64768,False,False
S9 Solutions,2020-01-01,https://s9solutions.io,"Cary, North Carolina, United States","Information Technology, Professional Services, Software","Consulting, Information Technology, Software",1439055.0,,11-50,,,,,,,,11-50,Private,,,,,,6,2020,60665,False,False
American Robotech,2021-01-01,https://www.americanrobotech.com/,"Plano, Texas, United States",Software,Software,1806408.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2021,69040,False,False
